alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
1.0,1.5,0.001,0.0,0.06486436712308502,88.29,97.658
1.5,0.9,0.001,0.0,0.0650050341845395,87.81,97.676
2.5,0.5,0.001,0.0,0.06540486111533733,87.74,97.712
1.5,1.0,0.001,0.0,0.06821096030406046,88.38,97.558
0.5,3.5,0.001,0.0,0.07183599389367262,87.57,97.468
0.9,2.0,0.001,0.0,0.07387450168251383,87.94,97.358
3.0,0.5,0.001,0.0,0.07417639018017419,87.34,97.328
1.0,2.0,0.001,0.0,0.07809599005256077,87.42,97.282
0.5,4.0,0.001,0.0,0.08000617939028509,87.05,97.19
2.0,0.9,0.001,0.0,0.08151904528732506,87.35,97.106
0.9,2.5,0.001,0.0,0.086938843672753,87.8,96.874
2.0,1.0,0.001,0.0,0.09041380383815541,88.3,96.824
1.5,1.5,0.001,0.0,0.09364641484405313,87.11,96.622
3.5,0.5,0.001,0.0,0.09381388798736189,86.78,96.632
1.0,2.5,0.001,0.0,0.09965338637786252,87.44,96.538
4.0,0.5,0.001,0.0,0.10504645763003097,87.38,96.15
0.9,3.0,0.001,0.0,0.10509198018330701,87.28,96.284
2.5,0.9,0.001,0.0,0.10639630375924158,87.93,96.158
0.9,3.5,0.001,0.0,0.11370426224430605,87.11,95.954
1.0,3.0,0.001,0.0,0.11381387719124252,86.87,95.882
2.5,1.0,0.001,0.0,0.1146970120999886,86.73,95.924
1.5,2.0,0.001,0.0,0.11790868748283508,86.97,95.79
3.0,0.9,0.001,0.0,0.1289190593536715,86.22,95.358
0.9,4.0,0.001,0.0,0.12974470386243597,86.74,95.392
2.0,1.5,0.001,0.0,0.13035034709515012,86.31,95.322
1.0,3.5,0.001,0.0,0.13051472611877382,87.04,95.38
1.0,4.0,0.001,0.0,0.1406960132702881,85.74,95.13
3.0,1.0,0.001,0.0,0.14249034760025692,86.19,94.854
1.5,2.5,0.001,0.0,0.1450518759689769,86.97,94.842
3.5,0.9,0.001,0.0,0.15131432304576953,85.82,94.684
1.5,3.0,0.001,0.0,0.16574945034725325,85.86,94.146
2.0,2.0,0.001,0.0,0.16614915316506307,87.07,94.096
2.5,1.5,0.001,0.0,0.16712596235150584,87.77,94.116
3.5,1.0,0.001,0.0,0.16815573351495727,85.53,94.002
4.0,0.9,0.001,0.0,0.17642386204430036,86.34,93.76
1.5,3.5,0.001,0.0,0.18437171508843192,85.46,93.61
4.0,1.0,0.001,0.0,0.19259092150902263,85.73,93.198
1.5,4.0,0.001,0.0,0.19583072749023533,83.59,93.178
2.0,2.5,0.001,0.0,0.19710126526805818,85.09,93.14
3.0,1.5,0.001,0.0,0.20142484365069135,85.89,92.93
2.5,2.0,0.001,0.0,0.20716322481404154,84.61,92.708
2.0,3.0,0.001,0.0,0.21664977700886678,84.8,92.52
3.5,1.5,0.001,0.0,0.23354798384314898,84.97,91.784
2.0,3.5,0.001,0.0,0.23976133801803298,83.6,91.644
2.5,2.5,0.001,0.0,0.24425359822961748,81.77,91.508
3.0,2.0,0.001,0.0,0.24929172667313595,85.42,91.312
2.0,4.0,0.001,0.0,0.25126051822943346,81.87,91.292
4.0,1.5,0.001,0.0,0.26626107689677453,84.02,90.644
2.5,3.0,0.001,0.0,0.27023011331959645,83.32,90.646
3.5,2.0,0.001,0.0,0.2850459405049986,82.71,90.234
3.0,2.5,0.001,0.0,0.28705815127005385,82.7,90.122
2.5,3.5,0.001,0.0,0.29126886118735584,81.79,89.908
2.5,4.0,0.001,0.0,0.30438680505874205,81.92,89.27
3.0,3.0,0.001,0.0,0.3096392649625029,81.83,89.346
4.0,2.0,0.001,0.0,0.3201142562439247,83.04,88.918
3.5,2.5,0.001,0.0,0.3238663294029479,82.11,88.716
3.0,3.5,0.001,0.0,0.3386859238451841,82.9,88.282
3.5,3.0,0.001,0.0,0.35160262320114644,79.1,87.896
3.0,4.0,0.001,0.0,0.35978391561277057,81.63,87.564
4.0,2.5,0.001,0.0,0.3598276651939567,81.25,87.388
3.5,3.5,0.001,0.0,0.3771897720134988,81.91,87.13
4.0,3.0,0.001,0.0,0.3855916707947546,81.41,86.738
3.5,4.0,0.001,0.0,0.3963526247867516,78.13,86.358
4.0,3.5,0.001,0.0,0.42196340189904585,79.72,85.364
4.0,4.0,0.001,0.0,0.4364993319827683,68.88,85.208
